"Ruteflyvninger";"2017M06";1570;167;1402
"Ruteflyvninger";"2017M07";1596;126;1469
"Ruteflyvninger";"2017M08";1466;156;1311
"Ruteflyvninger";"2017M09";1519;169;1351
"Ruteflyvninger";"2017M10";1492;166;1326
"Ruteflyvninger";"2017M11";1184;160;1024
"Ruteflyvninger";"2017M12";1141;135;1006
"Ruteflyvninger";"2018M01";1064;132;933
"Ruteflyvninger";"2018M02";1092;127;965
"Ruteflyvninger";"2018M03";1357;151;1206
"Ruteflyvninger";"2018M04";1390;154;1235
"Ruteflyvninger";"2018M05";1544;167;1377
"Ruteflyvninger";"2018M06";1687;171;1516
"Ruteflyvninger";"2018M07";1732;136;1595
"Ruteflyvninger";"2018M08";1535;160;1374
"Ruteflyvninger";"2018M09";1592;168;1424
"Ruteflyvninger";"2018M10";1545;163;1382
"Ruteflyvninger";"2018M11";1234;153;1081
"Ruteflyvninger";"2018M12";1182;117;1065
"Ruteflyvninger";"2019M01";1074;123;951
"Ruteflyvninger";"2019M02";1101;117;985
"Ruteflyvninger";"2019M03";1300;147;1153
"Ruteflyvninger";"2019M04";1429;144;1286
"Ruteflyvninger";"2019M05";1505;163;1342
"Ruteflyvninger";"2019M06";1672;166;1506
"Ruteflyvninger";"2019M07";1712;129;1582
"Ruteflyvninger";"2019M08";1548;145;1403
"Ruteflyvninger";"2019M09";1593;156;1437
"Ruteflyvninger";"2019M10";1550;158;1392
"Ruteflyvninger";"2019M11";1217;146;1071
"Ruteflyvninger";"2019M12";1207;119;1088
"Ruteflyvninger";"2020M01";1082;116;966
"Ruteflyvninger";"2020M02";1102;110;992
"Ruteflyvninger";"2020M03";438;56;382
"Ruteflyvninger";"2020M04";12;5;7
"Ruteflyvninger";"2020M05";24;10;14
"Ruteflyvninger";"2020M06";100;32;68
"Ruteflyvninger";"2020M07";360;75;285
"Ruteflyvninger";"2020M08";356;83;273
"Ruteflyvninger";"2020M09";292;75;216
"Ruteflyvninger";"2020M10";235;63;172
"Ruteflyvninger";"2020M11";121;42;79
"Ruteflyvninger";"2020M12";173;50;123
"Ruteflyvninger";"2021M01";102;29;73
"Ruteflyvninger";"2021M02";70;27;43
"Ruteflyvninger";"2021M03";100;35;65
"Ruteflyvninger";"2021M04";111;43;68
"Ruteflyvninger";"2021M05";168;62;106
"Ruteflyvninger";"2021M06";332;83;250
"Ruteflyvninger";"2021M07";721;106;615
"Ruteflyvninger";"2021M08";667;117;550
"Ruteflyvninger";"2021M09";767;134;633
"Ruteflyvninger";"2021M10";898;134;764
"Ruteflyvninger";"2021M11";764;120;644
"Ruteflyvninger";"2021M12";670;96;574
"Ruteflyvninger";"2022M01";428;69;359
"Ruteflyvninger";"2022M02";584;81;503
"Ruteflyvninger";"2022M03";825;114;711
"Ruteflyvninger";"2022M04";1088;126;962
